"STi","T2C","STj","COUNT","YEAR"
"RHODE ISLAND","3 Months to Under 7 Months","MARYLAND","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","MASSACHUSETTS","2","2012"
"RHODE ISLAND","3 Months to Under 7 Months","MICHIGAN","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","MINNESOTA","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","MISSISSIPPI","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","MISSOURI","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","MONTANA","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","NEBRASKA","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","NEVADA","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","NEW HAMPSHIRE","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","NEW JERSEY","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","NEW MEXICO","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","NEW YORK","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","NORTH CAROLINA","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","NORTH DAKOTA","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","OHIO","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","OKLAHOMA","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","OREGON","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","PENNSYLVANIA","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","PUERTO RICO","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","RHODE ISLAND","6","2012"
"RHODE ISLAND","3 Months to Under 7 Months","SOUTH CAROLINA","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","SOUTH DAKOTA","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","TENNESSEE","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","TEXAS","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","U.S. VIRGIN ISLANDS","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","UTAH","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","VERMONT","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","VIRGINIA","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","WASHINGTON","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","WEST VIRGINIA","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","WISCONSIN","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","WYOMING","0","2012"
"RHODE ISLAND","3 Months to Under 7 Months","TOTAL","8","2012"
"RHODE ISLAND","7 Months to Under 1 Year","ALABAMA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","ALASKA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","ARIZONA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","ARKANSAS","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","CALIFORNIA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","COLORADO","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","CONNECTICUT","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","DELAWARE","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","DISTRICT OF COLUMBIA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","FLORIDA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","GEORGIA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","GUAM","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","HAWAII","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","IDAHO","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","ILLINOIS","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","INDIANA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","IOWA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","KANSAS","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","KENTUCKY","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","LOUISIANA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","MAINE","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","MARYLAND","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","MASSACHUSETTS","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","MICHIGAN","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","MINNESOTA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","MISSISSIPPI","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","MISSOURI","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","MONTANA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","NEBRASKA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","NEVADA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","NEW HAMPSHIRE","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","NEW JERSEY","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","NEW MEXICO","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","NEW YORK","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","NORTH CAROLINA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","NORTH DAKOTA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","OHIO","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","OKLAHOMA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","OREGON","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","PENNSYLVANIA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","PUERTO RICO","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","RHODE ISLAND","8","2012"
"RHODE ISLAND","7 Months to Under 1 Year","SOUTH CAROLINA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","SOUTH DAKOTA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","TENNESSEE","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","TEXAS","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","U.S. VIRGIN ISLANDS","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","UTAH","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","VERMONT","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","VIRGINIA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","WASHINGTON","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","WEST VIRGINIA","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","WISCONSIN","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","WYOMING","0","2012"
"RHODE ISLAND","7 Months to Under 1 Year","TOTAL","8","2012"
"RHODE ISLAND","1 Year to Under 2 Years","ALABAMA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","ALASKA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","ARIZONA","1","2012"
"RHODE ISLAND","1 Year to Under 2 Years","ARKANSAS","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","CALIFORNIA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","COLORADO","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","CONNECTICUT","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","DELAWARE","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","DISTRICT OF COLUMBIA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","FLORIDA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","GEORGIA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","GUAM","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","HAWAII","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","IDAHO","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","ILLINOIS","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","INDIANA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","IOWA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","KANSAS","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","KENTUCKY","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","LOUISIANA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","MAINE","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","MARYLAND","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","MASSACHUSETTS","1","2012"
"RHODE ISLAND","1 Year to Under 2 Years","MICHIGAN","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","MINNESOTA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","MISSISSIPPI","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","MISSOURI","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","MONTANA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","NEBRASKA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","NEVADA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","NEW HAMPSHIRE","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","NEW JERSEY","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","NEW MEXICO","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","NEW YORK","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","NORTH CAROLINA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","NORTH DAKOTA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","OHIO","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","OKLAHOMA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","OREGON","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","PENNSYLVANIA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","PUERTO RICO","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","RHODE ISLAND","9","2012"
"RHODE ISLAND","1 Year to Under 2 Years","SOUTH CAROLINA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","SOUTH DAKOTA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","TENNESSEE","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","TEXAS","1","2012"
"RHODE ISLAND","1 Year to Under 2 Years","U.S. VIRGIN ISLANDS","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","UTAH","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","VERMONT","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","VIRGINIA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","WASHINGTON","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","WEST VIRGINIA","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","WISCONSIN","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","WYOMING","0","2012"
"RHODE ISLAND","1 Year to Under 2 Years","TOTAL","12","2012"
"RHODE ISLAND","2 Years to Under 3 Years","ALABAMA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","ALASKA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","ARIZONA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","ARKANSAS","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","CALIFORNIA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","COLORADO","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","CONNECTICUT","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","DELAWARE","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","DISTRICT OF COLUMBIA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","FLORIDA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","GEORGIA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","GUAM","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","HAWAII","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","IDAHO","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","ILLINOIS","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","INDIANA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","IOWA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","KANSAS","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","KENTUCKY","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","LOUISIANA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","MAINE","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","MARYLAND","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","MASSACHUSETTS","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","MICHIGAN","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","MINNESOTA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","MISSISSIPPI","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","MISSOURI","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","MONTANA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","NEBRASKA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","NEVADA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","NEW HAMPSHIRE","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","NEW JERSEY","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","NEW MEXICO","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","NEW YORK","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","NORTH CAROLINA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","NORTH DAKOTA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","OHIO","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","OKLAHOMA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","OREGON","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","PENNSYLVANIA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","PUERTO RICO","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","RHODE ISLAND","12","2012"
"RHODE ISLAND","2 Years to Under 3 Years","SOUTH CAROLINA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","SOUTH DAKOTA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","TENNESSEE","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","TEXAS","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","U.S. VIRGIN ISLANDS","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","UTAH","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","VERMONT","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","VIRGINIA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","WASHINGTON","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","WEST VIRGINIA","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","WISCONSIN","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","WYOMING","0","2012"
"RHODE ISLAND","2 Years to Under 3 Years","TOTAL","12","2012"
"RHODE ISLAND","3 Years and Over","ALABAMA","0","2012"
"RHODE ISLAND","3 Years and Over","ALASKA","0","2012"
"RHODE ISLAND","3 Years and Over","ARIZONA","1","2012"
"RHODE ISLAND","3 Years and Over","ARKANSAS","0","2012"
"RHODE ISLAND","3 Years and Over","CALIFORNIA","2","2012"
"RHODE ISLAND","3 Years and Over","COLORADO","1","2012"
"RHODE ISLAND","3 Years and Over","CONNECTICUT","1","2012"
"RHODE ISLAND","3 Years and Over","DELAWARE","0","2012"
"RHODE ISLAND","3 Years and Over","DISTRICT OF COLUMBIA","0","2012"
"RHODE ISLAND","3 Years and Over","FLORIDA","2","2012"
"RHODE ISLAND","3 Years and Over","GEORGIA","1","2012"
"RHODE ISLAND","3 Years and Over","GUAM","0","2012"
"RHODE ISLAND","3 Years and Over","HAWAII","0","2012"
"RHODE ISLAND","3 Years and Over","IDAHO","0","2012"
"RHODE ISLAND","3 Years and Over","ILLINOIS","0","2012"
"RHODE ISLAND","3 Years and Over","INDIANA","0","2012"
"RHODE ISLAND","3 Years and Over","IOWA","0","2012"
"RHODE ISLAND","3 Years and Over","KANSAS","0","2012"
"RHODE ISLAND","3 Years and Over","KENTUCKY","0","2012"
"RHODE ISLAND","3 Years and Over","LOUISIANA","1","2012"
"RHODE ISLAND","3 Years and Over","MAINE","0","2012"
"RHODE ISLAND","3 Years and Over","MARYLAND","3","2012"
"RHODE ISLAND","3 Years and Over","MASSACHUSETTS","9","2012"
"RHODE ISLAND","3 Years and Over","MICHIGAN","0","2012"
"RHODE ISLAND","3 Years and Over","MINNESOTA","2","2012"
"RHODE ISLAND","3 Years and Over","MISSISSIPPI","0","2012"
"RHODE ISLAND","3 Years and Over","MISSOURI","0","2012"
"RHODE ISLAND","3 Years and Over","MONTANA","0","2012"
"RHODE ISLAND","3 Years and Over","NEBRASKA","0","2012"
"RHODE ISLAND","3 Years and Over","NEVADA","0","2012"
"RHODE ISLAND","3 Years and Over","NEW HAMPSHIRE","0","2012"
"RHODE ISLAND","3 Years and Over","NEW JERSEY","1","2012"
"RHODE ISLAND","3 Years and Over","NEW MEXICO","0","2012"
"RHODE ISLAND","3 Years and Over","NEW YORK","5","2012"
"RHODE ISLAND","3 Years and Over","NORTH CAROLINA","3","2012"
"RHODE ISLAND","3 Years and Over","NORTH DAKOTA","0","2012"
"RHODE ISLAND","3 Years and Over","OHIO","0","2012"
"RHODE ISLAND","3 Years and Over","OKLAHOMA","0","2012"
"RHODE ISLAND","3 Years and Over","OREGON","0","2012"
"RHODE ISLAND","3 Years and Over","PENNSYLVANIA","2","2012"
"RHODE ISLAND","3 Years and Over","PUERTO RICO","1","2012"
"RHODE ISLAND","3 Years and Over","RHODE ISLAND","65","2012"
"RHODE ISLAND","3 Years and Over","SOUTH CAROLINA","1","2012"
"RHODE ISLAND","3 Years and Over","SOUTH DAKOTA","0","2012"
"RHODE ISLAND","3 Years and Over","TENNESSEE","0","2012"
"RHODE ISLAND","3 Years and Over","TEXAS","1","2012"
"RHODE ISLAND","3 Years and Over","U.S. VIRGIN ISLANDS","0","2012"
"RHODE ISLAND","3 Years and Over","UTAH","0","2012"
"RHODE ISLAND","3 Years and Over","VERMONT","0","2012"
"RHODE ISLAND","3 Years and Over","VIRGINIA","0","2012"
"RHODE ISLAND","3 Years and Over","WASHINGTON","0","2012"
"RHODE ISLAND","3 Years and Over","WEST VIRGINIA","0","2012"
"RHODE ISLAND","3 Years and Over","WISCONSIN","0","2012"
"RHODE ISLAND","3 Years and Over","WYOMING","0","2012"
"RHODE ISLAND","3 Years and Over","TOTAL","102","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","ALABAMA","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","ALASKA","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","ARIZONA","9.8250000000000011","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","ARKANSAS","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","CALIFORNIA","26.265499999999999","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","COLORADO","22.658000000000001","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","CONNECTICUT","23.036000000000001","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","DELAWARE","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","DISTRICT OF COLUMBIA","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","FLORIDA","30.16","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","GEORGIA","12.214","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","GUAM","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","HAWAII","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","IDAHO","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","ILLINOIS","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","INDIANA","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","IOWA","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","KANSAS","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","KENTUCKY","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","LOUISIANA","11.255000000000001","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","MAINE","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","MARYLAND","47.191333333333326","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","MASSACHUSETTS","15.139461538461537","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","MICHIGAN","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","MINNESOTA","24.902000000000001","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","MISSISSIPPI","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","MISSOURI","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","MONTANA","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","NEBRASKA","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","NEVADA","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","NEW HAMPSHIRE","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","NEW JERSEY","14.382","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","NEW MEXICO","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","NEW YORK","18.726999999999997","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","NORTH CAROLINA","12.224499999999999","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","NORTH DAKOTA","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","OHIO","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","OKLAHOMA","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","OREGON","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","PENNSYLVANIA","11.125500000000001","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","PUERTO RICO","9.7170000000000005","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","RHODE ISLAND","8.6009285714285717","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","SOUTH CAROLINA","26.913","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","SOUTH DAKOTA","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","TENNESSEE","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","TEXAS","18.139500000000002","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","U.S. VIRGIN ISLANDS","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","UTAH","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","VERMONT","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","VIRGINIA","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","WASHINGTON","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","WEST VIRGINIA","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","WISCONSIN","N/A","2012"
"RHODE ISLAND","Average Time-to-Crime in Years","WYOMING","N/A","2012"
"SOUTH CAROLINA","Under 3 Months","ALABAMA","1","2012"
"SOUTH CAROLINA","Under 3 Months","ALASKA","0","2012"
"SOUTH CAROLINA","Under 3 Months","ARIZONA","0","2012"
"SOUTH CAROLINA","Under 3 Months","ARKANSAS","0","2012"
"SOUTH CAROLINA","Under 3 Months","CALIFORNIA","2","2012"
"SOUTH CAROLINA","Under 3 Months","COLORADO","0","2012"
"SOUTH CAROLINA","Under 3 Months","CONNECTICUT","0","2012"
"SOUTH CAROLINA","Under 3 Months","DELAWARE","0","2012"
"SOUTH CAROLINA","Under 3 Months","DISTRICT OF COLUMBIA","0","2012"
"SOUTH CAROLINA","Under 3 Months","FLORIDA","0","2012"
"SOUTH CAROLINA","Under 3 Months","GEORGIA","0","2012"
"SOUTH CAROLINA","Under 3 Months","GUAM","0","2012"
"SOUTH CAROLINA","Under 3 Months","HAWAII","0","2012"
"SOUTH CAROLINA","Under 3 Months","IDAHO","0","2012"
"SOUTH CAROLINA","Under 3 Months","ILLINOIS","0","2012"
"SOUTH CAROLINA","Under 3 Months","INDIANA","0","2012"
"SOUTH CAROLINA","Under 3 Months","IOWA","0","2012"
"SOUTH CAROLINA","Under 3 Months","KANSAS","0","2012"
"SOUTH CAROLINA","Under 3 Months","KENTUCKY","0","2012"
"SOUTH CAROLINA","Under 3 Months","LOUISIANA","2","2012"
"SOUTH CAROLINA","Under 3 Months","MAINE","0","2012"
"SOUTH CAROLINA","Under 3 Months","MARYLAND","1","2012"
"SOUTH CAROLINA","Under 3 Months","MASSACHUSETTS","0","2012"
"SOUTH CAROLINA","Under 3 Months","MICHIGAN","1","2012"
"SOUTH CAROLINA","Under 3 Months","MINNESOTA","1","2012"
"SOUTH CAROLINA","Under 3 Months","MISSISSIPPI","0","2012"
"SOUTH CAROLINA","Under 3 Months","MISSOURI","0","2012"
"SOUTH CAROLINA","Under 3 Months","MONTANA","0","2012"
"SOUTH CAROLINA","Under 3 Months","NEBRASKA","0","2012"
"SOUTH CAROLINA","Under 3 Months","NEVADA","0","2012"
"SOUTH CAROLINA","Under 3 Months","NEW HAMPSHIRE","0","2012"
"SOUTH CAROLINA","Under 3 Months","NEW JERSEY","2","2012"
"SOUTH CAROLINA","Under 3 Months","NEW MEXICO","0","2012"
"SOUTH CAROLINA","Under 3 Months","NEW YORK","7","2012"
"SOUTH CAROLINA","Under 3 Months","NORTH CAROLINA","11","2012"
"SOUTH CAROLINA","Under 3 Months","NORTH DAKOTA","0","2012"
"SOUTH CAROLINA","Under 3 Months","OHIO","0","2012"
"SOUTH CAROLINA","Under 3 Months","OKLAHOMA","0","2012"
"SOUTH CAROLINA","Under 3 Months","OREGON","0","2012"
"SOUTH CAROLINA","Under 3 Months","PENNSYLVANIA","0","2012"
"SOUTH CAROLINA","Under 3 Months","PUERTO RICO","0","2012"
"SOUTH CAROLINA","Under 3 Months","RHODE ISLAND","0","2012"
"SOUTH CAROLINA","Under 3 Months","SOUTH CAROLINA","186","2012"
"SOUTH CAROLINA","Under 3 Months","SOUTH DAKOTA","0","2012"
"SOUTH CAROLINA","Under 3 Months","TENNESSEE","0","2012"
"SOUTH CAROLINA","Under 3 Months","TEXAS","1","2012"
"SOUTH CAROLINA","Under 3 Months","U.S. VIRGIN ISLANDS","0","2012"
"SOUTH CAROLINA","Under 3 Months","UTAH","0","2012"
"SOUTH CAROLINA","Under 3 Months","VERMONT","0","2012"
"SOUTH CAROLINA","Under 3 Months","VIRGINIA","0","2012"
"SOUTH CAROLINA","Under 3 Months","WASHINGTON","0","2012"
"SOUTH CAROLINA","Under 3 Months","WEST VIRGINIA","0","2012"
"SOUTH CAROLINA","Under 3 Months","WISCONSIN","0","2012"
"SOUTH CAROLINA","Under 3 Months","WYOMING","0","2012"
"SOUTH CAROLINA","Under 3 Months","TOTAL","215","2012"
"SOUTH CAROLINA","3 Months to Under 7 Months","ALABAMA","1","2012"
"SOUTH CAROLINA","3 Months to Under 7 Months","ALASKA","0","2012"
"SOUTH CAROLINA","3 Months to Under 7 Months","ARIZONA","0","2012"
"SOUTH CAROLINA","3 Months to Under 7 Months","ARKANSAS","0","2012"
"SOUTH CAROLINA","3 Months to Under 7 Months","CALIFORNIA","4","2012"
"SOUTH CAROLINA","3 Months to Under 7 Months","COLORADO","1","2012"
"SOUTH CAROLINA","3 Months to Under 7 Months","CONNECTICUT","0","2012"
"SOUTH CAROLINA","3 Months to Under 7 Months","DELAWARE","1","2012"
